kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra_str,dec_str,koi_kepmag,koi_kepmag_err
5530882,K01680.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,5.082554,3.2e-05,-3.2e-05,132.955,0.0041,-0.0041,0.36,0.83,-0.83,2.9061,,,101,,,0.86,0.81,-0.81,970.0,,,,,,16.00,,,5706.00,86.00,-86.00,4.560,0.300,-0.300,0.8500,0.6800,-0.6800,19h23m41.56s,+40d46m15.7s,14.445,
5531953,K01681.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,,,,,6.939196,6.9e-05,-6.9e-05,138.3333,0.0035,-0.0035,0.23,0.45,-0.45,2.144,,,586,,,1.26,0.25,-0.25,510.0,,,,,,25.70,,,3891.00,200.00,-200.00,4.750,0.300,-0.300,0.5030,0.0240,-0.0240,19h25m08.40s,+40d43m48.2s,15.855,
5618071,K01682.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,88.7936,0.0032,-0.0032,160.568,0.025,-0.025,1.01,0.99,-0.99,10.9445,,,442,,,19.4,9.7,-9.7,613.0,,,,,,15.80,,,4877.00,200.00,-200.00,3.480,0.300,-0.300,3.5100,0.3000,-0.3000,19h24m52.35s,+40d50m21.6s,13.747,
6034945,K01683.01,Kepler-927 b,CONFIRMED,NOT DISPOSITIONED,,,,,,9.11513,0.00011,-0.00011,133.969,0.0044,-0.0044,0.46,0.25,-0.25,4.5734,,,307,,,1.8,0.62,-0.62,900.0,,,,,,36.40,,,5919.00,105.00,-105.00,4.420,0.300,-0.300,1.0100,0.3500,-0.3500,19h17m32.04s,+41d23m33.7s,14.630,
6048024,K01684.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,,,,,62.81557,0.00018,-0.00018,151.4776,0.0011,-0.0011,0.99,0.12,-0.12,2.5694,,,1640,,,7.3,2.6,-2.6,516.0,,,,,,121.20,,,6387.00,81.00,-81.00,4.430,0.300,-0.300,1.0900,0.2300,-0.2300,19h34m08.28s,+41d19m47.6s,12.849,
6049190,K01685.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,,,,,70.4654,0.001,-0.001,189.1697,0.0053,-0.0053,0.69,0.31,-0.31,6.8268,,,915,,,3.6,1.5,-1.5,506.0,,,,,,45.60,,,6450.00,136.00,-136.00,4.420,0.300,-0.300,1.1200,0.4600,-0.4600,19h35m31.17s,+41d23m37.8s,14.811,
6149553,K01686.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,,,,,56.8672,0.0021,-0.0021,157.262,0.013,-0.013,0.72,0.33,-0.33,4.2265,,,631,,,1.33,0.47,-0.47,246.0,,,,,,5.20,,,3815.00,200.00,-200.00,4.760,0.300,-0.300,0.4940,0.0220,-0.0220,19h54m01.74s,+41d28m44.6s,15.886,
6198999,K01687.01,Kepler-928 b,CONFIRMED,NOT DISPOSITIONED,,,,,,3.932449,3.3e-05,-3.3e-05,132.5555,0.0028,-0.0028,0.73,0.38,-0.38,2.2252,,,425,,,1.48,0.19,-0.19,828.0,,,,,,36.40,,,4775.00,67.00,-67.00,4.630,0.300,-0.300,0.6640,0.0180,-0.0180,19h19m40.97s,+41d32m34.2s,15.320,
6310636,K01688.01,Kepler-929 b,CONFIRMED,NOT DISPOSITIONED,,,,,,0.921056,1.2e-05,-1.2e-05,132.0227,0.0025,-0.0025,0.852,0.1,-0.1,3.4118,,,114,,,1.12,0.56,-0.56,1831.0,,,,,,29.90,,,5822.00,97.00,-97.00,4.500,0.300,-0.300,0.9200,0.4500,-0.4500,19h53m55.47s,+41d36m55.2s,14.542,
10904857,K00194.01,Kepler-488 b,CONFIRMED,FALSE POSITIVE,,,,,,3.12082903,4.6e-07,-4.6e-07,139.46556,0.0001,-0.0001,0.78,0.1,-0.1,2.0209,,,17254,,,14.5,6.1,-6.1,1287.0,,,,,,752.60,,,6115.00,90.00,-90.00,4.490,0.300,-0.300,0.9800,0.4100,-0.4100,18h51m51.88s,+48d20m42.3s,14.804,
8630788,K01258.03,,CANDIDATE,CANDIDATE,,,,,,148.2682,0.0025,-0.0025,138.011,0.0069,-0.0069,1.14,0.17,-0.17,5.4432,,,1824,,,18,11,-11,313.0,,,,,,22.60,,,5675.00,106.00,-106.00,4.570,0.300,-0.300,0.8400,0.4200,-0.4200,19h36m25.96s,+44d46m14.5s,15.773,
8823426,K01259.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,1.5065044,2.3e-06,-2.3e-06,178.18532,0.00098,-0.00098,0.027,0.1,-0.1,3.1726,,,772,,,1.41,0.28,-0.28,887.0,,,,,,94.10,,,4032.00,200.00,-200.00,4.740,0.300,-0.300,0.5220,0.0280,-0.0280,19h34m28.18s,+45d01m00.1s,15.591,
8766222,K01260.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,,,,,5.297185,1.9e-05,-1.9e-05,177.9563,0.0025,-0.0025,0.02,0.1,-0.1,4.0223,,,835,,,1.7,,,608.0,,,,,,47.70,,,3877.00,,,4.587,,,0.6060,,,19h45m35.13s,+44d57m46.9s,13.850,
8678594,K01261.01,Kepler-799 b,CONFIRMED,CANDIDATE,,,,,,133.461,0.00076,-0.00076,216.0408,0.002,-0.002,0.629,0.1,-0.1,11.9415,,,5192,,,7,3.1,-3.1,354.0,,,,,,180.60,,,5976.00,151.00,-151.00,4.510,0.300,-0.300,0.9300,0.4100,-0.4100,19h08m41.98s,+44d52m42.9s,15.120,
10925104,K00156.02,Kepler-114 b,CONFIRMED,CANDIDATE,,,,,,5.188548,2.9e-05,-2.9e-05,145.3635,0.0019,-0.0019,0.54,0.21,-0.21,2.4914,,,320,,,1.18,0.08,-0.08,722.0,,,,,,54.70,,,4619.00,58.00,-58.00,4.660,0.100,-0.100,0.6540,0.0240,-0.0240,19h36m29.14s,+48d20m58.3s,13.738,
8678594,K01261.02,,NOT DISPOSITIONED,NOT DISPOSITIONED,,,,,,15.19471,0.00029,-0.00029,142.7314,0.0069,-0.0069,0.895,0.1,-0.1,3.2752,,,337,,,2.02,0.9,-0.9,730.0,,,,,,22.80,,,5976.00,151.00,-151.00,4.510,0.300,-0.300,0.9300,0.4100,-0.4100,19h08m41.98s,+44d52m42.9s,15.120,
8703884,K01262.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,14.17098,2.2e-05,-2.2e-05,359.82915,0.00088,-0.00088,0.72,0.48,-0.48,3.5589,,,2912,,,4.8,1.8,-1.8,593.0,,,,,,130.10,,,4919.00,200.00,-200.00,4.560,0.300,-0.300,0.8200,0.3000,-0.3000,19h47m44.14s,+44d51m13.1s,15.379,
8560840,K01263.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,31.97335,0.00027,-0.00027,133.8641,0.0059,-0.0059,1.03,0.63,-0.63,9.4388,,,1297,,,6.3,2.7,-2.7,406.0,,,,,,64.80,,,4834.00,82.00,-82.00,4.680,0.300,-0.300,0.6450,0.0210,-0.0210,19h28m32.25s,+44d39m22.2s,15.527,
8612847,K01264.01,Kepler-800 b,CONFIRMED,CANDIDATE,,,,,,14.13179,0.00013,-0.00013,142.259,0.0034,-0.0034,0.883,0.1,-0.1,3.9722,,,1053,,,3.2,1.2,-1.2,676.0,,,,,,43.60,,,5612.00,98.00,-98.00,4.570,0.300,-0.300,0.8300,0.3100,-0.3100,19h06m17.96s,+44d47m42.7s,15.762,
8552583,K01265.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,1.061934,1.4e-06,-1.4e-06,133.84759,0.00081,-0.00081,0.28,0.5,-0.5,2.2237,,,434,,,1.73,0.53,-0.53,1635.0,,,,,,78.20,,,5705.00,96.00,-96.00,4.560,0.300,-0.300,0.8400,0.2200,-0.2200,19h15m38.06s,+44d38m32.7s,15.062,
8547140,K01266.01,Kepler-801 b,CONFIRMED,CANDIDATE,,,,,,11.419267,8.3e-05,-8.3e-05,137.6669,0.0027,-0.0027,0.799,0.1,-0.1,4.2208,,,927,,,2.05,0.09,-0.09,524.0,,,,,,61.20,,,4482.00,63.00,-63.00,4.680,0.300,-0.300,0.5970,0.0130,-0.0130,19h04m18.06s,+44d39m52.7s,15.314,
8519253,K01267.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,,,,,5.9382067,9.3e-06,-9.3e-06,136.5284,0.0011,-0.0011,0.97,0.15,-0.15,1.8889,,,789,,,4.2,1.8,-1.8,1065.0,,,,,,66.20,,,6182.00,97.00,-97.00,4.470,0.300,-0.300,1.0100,0.4300,-0.4300,19h57m05.98s,+44d33m12.6s,14.423,
9288786,K01390.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,,,,,1.74410132,4.5e-07,-4.5e-07,134.50792,0.00018,-0.00018,0.73,0.25,-0.25,1.5585,,,10531,,,6.36,0.21,-0.21,923.0,,,,,,338.30,,,4315.00,79.00,-79.00,4.710,0.300,-0.300,0.5640,0.0140,-0.0140,19h39m39.81s,+45d47m01.9s,15.702,
8958035,K01391.01,,CANDIDATE,CANDIDATE,,,,,,7.9811836,3.3e-06,-3.3e-06,133.80161,0.00015,-0.00015,0.759,0.1,-0.1,1.5774,,,6140,,,8.8,3.8,-3.8,977.0,,,,,,699.00,,,6225.00,98.00,-98.00,4.460,0.300,-0.300,1.0200,0.4400,-0.4400,19h34m50.17s,+45d17m11.0s,14.360,
9040849,K01392.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,,,,,4.1187746,6.4e-06,-6.4e-06,357.26069,0.00091,-0.00091,0.03,0.1,-0.1,3.6007,,,2753,,,3.7,2.4,-2.4,948.0,,,,,,124.70,,,5686.00,200.00,-200.00,4.720,0.300,-0.300,0.7300,0.3000,-0.3000,19h50m25.27s,+45d21m38.4s,15.797,
9202151,K01393.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,,,,,1.6947354,7.3e-06,-7.3e-06,355.35765,0.00085,-0.00085,0.65,0.39,-0.39,1.6713,,,1362,,,2.3,1.2,-1.2,913.0,,,,,,102.20,,,3972.00,200.00,-200.00,4.590,0.300,-0.300,0.6000,0.3000,-0.3000,18h54m13.33s,+45d36m51.3s,15.804,
2441495,K00166.01,Kepler-479 b,CONFIRMED,CANDIDATE,,,,,,12.493311,4.3e-05,-4.3e-05,138.464,0.0013,-0.0013,0.61,0.5,-0.5,2.2716,,,737,,,2.5,1.7,-1.7,722.0,,,,,,88.00,,,5386.00,83.00,-83.00,4.430,0.300,-0.300,0.9100,0.5800,-0.5800,19h24m05.24s,+37d46m11.2s,13.575,
8937021,K01394.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,5.663616,5.2e-06,-5.2e-06,133.89017,0.00066,-0.00066,0.79,0.79,-0.79,1.6285,,,2062,,,3.5,2.7,-2.7,766.0,,,,,,94.60,,,4889.00,69.00,-69.00,4.610,0.300,-0.300,0.6900,0.5000,-0.5000,18h59m09.84s,+45d13m44.4s,15.444,
8935810,K01395.01,,CANDIDATE,CANDIDATE,,,,,,6.230227,3.8e-05,-3.8e-05,181.299,0.0021,-0.0021,0.92,0.18,-0.18,1.6668,,,1106,,,3.2,1,-1,821.0,,,,,,44.30,,,5363.00,128.00,-128.00,4.610,0.300,-0.300,0.7600,0.2200,-0.2200,18h56m50.32s,+45d15m29.1s,15.977,
9455556,K01396.01,Kepler-294 c,CONFIRMED,CANDIDATE,,,,,,6.626389,6.1e-05,-6.1e-05,183.9888,0.0031,-0.0031,0.71,0.33,-0.33,3.2817,,,778,,,2.7,1.3,-1.3,932.0,,,,,,44.40,,,5870.00,130.00,-130.00,4.530,0.300,-0.300,0.8900,0.4200,-0.4200,19h09m34.08s,+46d03m33.5s,15.843,
9455556,K01396.02,Kepler-294 b,CONFIRMED,CANDIDATE,,,,,,3.701311,6e-05,-6e-05,180.2694,0.005,-0.005,0.72,0.32,-0.32,2.6229,,,323,,,1.74,0.84,-0.84,1129.0,,,,,,22.60,,,5870.00,130.00,-130.00,4.530,0.300,-0.300,0.8900,0.4200,-0.4200,19h09m34.08s,+46d03m33.5s,15.843,
9427402,K01397.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,,,,,6.247069,4e-05,-4e-05,356.9075,0.0016,-0.0016,0.63,0.76,-0.76,1.4936,,,1253,,,3.5,1.6,-1.6,714.0,,,,,,52.50,,,4019.00,200.00,-200.00,4.310,0.300,-0.300,0.9600,0.3000,-0.3000,19h58m42.65s,+45d58m20.4s,15.369,
9269281,K01398.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,,,,,5.823445,6.9e-05,-6.9e-05,354.9962,0.0029,-0.0029,0.931,0.1,-0.1,2.5802,,,852,,,3.3,1.1,-1.1,923.0,,,,,,41.10,,,5542.00,200.00,-200.00,4.530,0.300,-0.300,0.9100,0.3000,-0.3000,19h03m52.29s,+45d44m20.7s,15.898,
9100484,K01399.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,,,,,8.75061,0.00015,-0.00015,358.2399,0.0043,-0.0043,0.82,0.74,-0.74,2.8252,,,875,,,2.4,1.3,-1.3,634.0,,,,,,32.30,,,4775.00,200.00,-200.00,4.660,0.300,-0.300,0.7000,0.3000,-0.3000,19h43m02.60s,+45d27m26.6s,15.920,
7869917,K01525.01,Kepler-880 b,CONFIRMED,CANDIDATE,,,,,,7.714663,6.8e-05,-6.8e-05,133.5545,0.0032,-0.0032,0.609,0.1,-0.1,4.3705,,,216,,,2.23,0.96,-0.96,1271.0,,,,,,51.10,,,6905.00,87.00,-87.00,4.240,0.300,-0.300,1.4600,0.6300,-0.6300,18h47m53.10s,+43d40m22.0s,12.082,
9824805,K01526.01,Kepler-881 b,CONFIRMED,CANDIDATE,,,,,,4.44446,8.3e-05,-8.3e-05,133.466,0.0064,-0.0064,0.6,0.58,-0.58,3.0803,,,180,,,1.42,0.57,-0.57,1181.0,,,,,,20.70,,,6222.00,110.00,-110.00,4.470,0.300,-0.300,1.0200,0.3900,-0.3900,19h15m58.22s,+46d40m14.7s,15.216,
7768451,K01527.01,,CANDIDATE,CANDIDATE,,,,,,192.6747,0.0027,-0.0027,162.8712,0.0052,-0.0052,0.73,0.99,-0.99,4.7843,,,1070,,,4.2,2,-2,342.0,,,,,,25.30,,,5648.00,115.00,-115.00,4.240,0.300,-0.300,1.1800,0.4600,-0.4600,19h46m41.11s,+43d29m54.2s,14.879,
7691260,K01528.01,Kepler-882 b,CONFIRMED,CANDIDATE,,,,,,3.98955,3.9e-05,-3.9e-05,134.0987,0.0032,-0.0032,0.31,0.68,-0.68,1.5413,,,171,,,0.95,0.21,-0.21,927.0,,,,,,28.10,,,5267.00,61.00,-61.00,4.630,0.300,-0.300,0.7330,0.0580,-0.0580,19h38m35.98s,+43d20m08.1s,14.083,
9821454,K01529.01,Kepler-59 c,CONFIRMED,CANDIDATE,,,,,,17.98012,0.00031,-0.00031,147.6982,0.0065,-0.0065,0.961,0.1,-0.1,4.1249,,,268,,,2.22,0.86,-0.86,766.0,,,,,,26.40,,,6314.00,89.00,-89.00,4.450,0.300,-0.300,1.0600,0.4100,-0.4100,19h08m09.48s,+46d38m24.5s,14.307,
9821454,K01529.02,Kepler-59 b,CONFIRMED,NOT DISPOSITIONED,,,,,,11.86817,0.00036,-0.00036,137.748,0.011,-0.011,0.839,0.1,-0.1,5.977,,,105,,,1.23,0.48,-0.48,880.0,,,,,,16.00,,,6314.00,89.00,-89.00,4.450,0.300,-0.300,1.0600,0.4100,-0.4100,19h08m09.48s,+46d38m24.5s,14.307,
11954842,K01530.01,Kepler-883 b,CONFIRMED,CANDIDATE,,,,,,12.98497,0.00011,-0.00011,139.7812,0.003,-0.003,0.53,0.27,-0.27,3.4568,,,280,,,1.89,0.67,-0.67,861.0,,,,,,44.10,,,6267.00,74.00,-74.00,4.410,0.300,-0.300,1.0900,0.3800,-0.3800,19h05m44.08s,+50d18m01.2s,13.029,
11764462,K01531.01,Kepler-884 b,CONFIRMED,CANDIDATE,,,,,,5.699215,4.2e-05,-4.2e-05,136.5865,0.0025,-0.0025,0.76,0.2,-0.2,2.4901,,,159,,,1.46,0.6,-0.6,1098.0,,,,,,45.80,,,6069.00,78.00,-78.00,4.400,0.300,-0.300,1.0600,0.4300,-0.4300,19h30m20.27s,+49d55m23.4s,13.069,
11656246,K01532.01,Kepler-885 b,CONFIRMED,CANDIDATE,,,,,,18.1145,0.00018,-0.00018,147.4938,0.0036,-0.0036,0.74,0.1,-0.1,5.0633,,,240,,,2.15,0.77,-0.77,853.0,,,,,,56.90,,,6450.00,97.00,-97.00,4.290,0.300,-0.300,1.2900,0.4600,-0.4600,19h14m38.77s,+49d44m14.0s,12.841,
7808587,K01533.01,Kepler-886 b,CONFIRMED,CANDIDATE,,,,,,6.241515,7.4e-05,-7.4e-05,134.8854,0.0043,-0.0043,0.915,0.1,-0.1,3.3559,,,159,,,1.66,0.71,-0.71,1111.0,,,,,,34.50,,,6352.00,91.00,-91.00,4.420,0.300,-0.300,1.1000,0.4700,-0.4700,19h05m05.22s,+43d35m42.8s,13.939,
4471747,K01656.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,,,,,51.39,0.0021,-0.0021,145.32,0.012,-0.012,0.56,0.75,-0.75,5.4233,,,434,,,2.2,1.4,-1.4,521.0,,,,,,15.70,,,6076.00,119.00,-119.00,4.420,0.300,-0.300,1.0400,0.4300,-0.4300,19h34m30.22s,+39d30m22.7s,15.030,
4474645,K01657.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,3.8867133,4e-06,-4e-06,135.02144,0.00066,-0.00066,0.917,0.1,-0.1,10.2357,,,4336,,,7.5,3.1,-3.1,1114.0,,,,,,840.20,,,5863.00,85.00,-85.00,4.540,0.300,-0.300,0.8900,0.3600,-0.3600,19h37m22.12s,+39d33m44.5s,14.197,
4570949,K01658.01,Kepler-76 b,CONFIRMED,CANDIDATE,,,,,,1.54492977,3.5e-07,-3.5e-07,133.547854,4.3e-05,-4.3e-05,0.9256,0.1,-0.1,1.4841,,,5661,,,12.35,0.67,-0.67,1919.0,,,,,,1499.30,,,6422.00,50.00,-50.00,4.320,0.100,-0.100,1.3310,0.0700,-0.0700,19h36m46.11s,+39d37m08.4s,13.308,
4650733,K01659.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,,,,,29.53838,0.00052,-0.00052,143.9231,0.0066,-0.0066,0.76,0.85,-0.85,4.3261,,,445,,,2.7,1.1,-1.1,694.0,,,,,,19.80,,,6530.00,140.00,-140.00,4.390,0.300,-0.300,1.1600,0.4000,-0.4000,19h21m58.36s,+39d47m07.9s,15.111,
4830605,K01660.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,,,,,35.638,0.001,-0.001,164.1591,0.0095,-0.0095,0.44,0.67,-0.67,4.6938,,,457,,,1.98,0.76,-0.76,543.0,,,,,,17.30,,,5943.00,94.00,-94.00,4.530,0.300,-0.300,0.9100,0.2400,-0.2400,19h20m57.85s,+39d58m04.8s,15.614,
5972334,K00191.04,Kepler-487 c,CONFIRMED,CANDIDATE,,,,,,38.65154,0.00062,-0.00062,164.046,0.0056,-0.0056,0.52,0.1,-0.1,5.3303,,,659,,,2.3,1.2,-1.2,504.0,,,,,,27.10,,,5696.00,104.00,-104.00,4.520,0.300,-0.300,0.8800,0.4600,-0.4600,19h41m08.94s,+41d13m19.0s,14.991,
4832197,K01661.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,,,,,0.94773233,3.7e-07,-3.7e-07,137.12916,0.00026,-0.00026,1.43,0.94,-0.94,1.8869,,,12336,,,86,48,-48,2386.0,,,,,,320.20,,,6338.00,65.00,-65.00,4.190,0.300,-0.300,1.4600,0.4200,-0.4200,19h22m57.13s,+39d55m10.7s,11.510,
4844004,K01662.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,,,,,0.7840262,7.9e-06,-7.9e-06,133.38416,0.0009,-0.0009,0.81,0.63,-0.63,0.9039,,,341,,,1.63,0.53,-0.53,1641.0,,,,,,30.10,,,5388.00,123.00,-123.00,4.610,0.300,-0.300,0.7600,0.1800,-0.1800,19h36m31.68s,+39d58m55.1s,15.479,
4927315,K01663.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,11.769127,5.7e-05,-5.7e-05,138.4167,0.0032,-0.0032,0.96,0.17,-0.17,2.5604,,,552,,,3.1,1.8,-1.8,851.0,,,,,,30.20,,,6188.00,129.00,-129.00,4.470,0.300,-0.300,1.0100,0.5600,-0.5600,19h31m10.57s,+40d04m28.5s,14.986,
4928119,K01664.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,44.638977,1.2e-05,-1.2e-05,156.45023,0.0002,-0.0002,1.35,0.93,-0.93,4.6025,,,26871,,,63,37,-37,518.0,,,,,,597.10,,,5940.00,200.00,-200.00,4.480,0.300,-0.300,0.9900,0.3000,-0.3000,19h32m06.28s,+40d04m23.0s,15.510,
4932442,K01665.01,Kepler-923 b,CONFIRMED,NOT DISPOSITIONED,,,,,,6.9338,0.00015,-0.00015,137.0654,0.007,-0.007,0.803,0.1,-0.1,4.5793,,,114,,,1.15,0.45,-0.45,985.0,,,,,,27.20,,,6119.00,128.00,-128.00,4.490,0.300,-0.300,0.9700,0.3800,-0.3800,19h36m41.06s,+40d03m18.6s,14.042,
4932442,K01665.02,,NOT DISPOSITIONED,NOT DISPOSITIONED,,,,,,5.91461,0.00018,-0.00018,137.125,0.01,-0.01,0.902,0.1,-0.1,3.2063,,,68,,,0.96,0.38,-0.38,1044.0,,,,,,5.70,,,6119.00,128.00,-128.00,4.490,0.300,-0.300,0.9700,0.3800,-0.3800,19h36m41.06s,+40d03m18.6s,14.042,
5008501,K01666.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,0.9680274,7.7e-06,-7.7e-06,131.75616,0.00088,-0.00088,0.79,0.59,-0.59,0.8737,,,190,,,1.7,0.45,-0.45,2120.0,,,,,,36.70,,,6443.00,107.00,-107.00,4.420,0.300,-0.300,1.1100,0.2400,-0.2400,19h24m04.73s,+40d10m39.3s,14.479,
5015913,K01667.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,1.17996964,3.8e-07,-3.8e-07,133.38122,0.0002,-0.0002,1.03,0.36,-0.36,2.0277,,,1012,,,23.3,8.1,-8.1,2690.0,,,,,,377.20,,,5692.00,101.00,-101.00,3.700,0.300,-0.300,2.7500,0.3500,-0.3500,19h32m48.50s,+40d10m15.3s,12.989,
8813698,K01268.01,,CANDIDATE,CANDIDATE,,,,,,268.9424,0.0013,-0.0013,360.07024,0.00089,-0.00089,0.795,0.1,-0.1,5.7076,,,9700,,,12,5.9,-5.9,314.0,,,,,,223.80,,,6299.00,122.00,-122.00,4.420,0.300,-0.300,1.0800,0.5400,-0.5400,19h19m33.51s,+45d00m20.4s,14.814,
8757910,K01269.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,,,,,0.6550023,3.1e-07,-3.1e-07,133.17562,0.00027,-0.00027,0.71,0.55,-0.55,1.3258,,,398,,,2.35,0.76,-0.76,2321.0,,,,,,189.20,,,6376.00,109.00,-109.00,4.430,0.300,-0.300,1.0900,0.3400,-0.3400,19h34m08.20s,+44d58m16.0s,13.371,
8564587,K01270.01,Kepler-57 b,CONFIRMED,CANDIDATE,,,,,,5.729319,1.7e-05,-1.7e-05,138.5584,0.001,-0.001,0.58,0.58,-0.58,1.1185,,,855,,,2.23,0.96,-0.96,827.0,,,,,,61.00,,,5294.00,80.00,-80.00,4.620,0.300,-0.300,0.7400,0.2700,-0.2700,19h34m33.91s,+44d39m25.3s,14.809,
10874614,K00017.01,Kepler-6 b,CONFIRMED,NOT DISPOSITIONED,,,,,,3.23469955,4.2e-07,-4.2e-07,121.485799,4.1e-05,-4.1e-05,0.029,0.1,-0.1,3.6016,,,10634,,,11.07,0.54,-0.54,1260.0,,,,,,3846.40,,,5826.00,60.00,-60.00,4.420,0.100,-0.100,1.0820,0.0530,-0.0530,19h47m20.94s,+48d14m23.8s,13.303,
10925104,K00156.03,Kepler-114 d,CONFIRMED,CANDIDATE,,,,,,11.776147,2.4e-05,-2.4e-05,142.70441,0.00074,-0.00074,0.69,0.16,-0.16,2.9261,,,1328,,,2.53,0.15,-0.15,549.0,,,,,,198.00,,,4619.00,58.00,-58.00,4.660,0.100,-0.100,0.6540,0.0240,-0.0240,19h36m29.14s,+48d20m58.3s,13.738,
8564587,K01270.02,Kepler-57 c,CONFIRMED,NOT DISPOSITIONED,,,,,,11.609257,8.6e-05,-8.6e-05,133.9908,0.0027,-0.0027,0.02,0.93,-0.93,1.7074,,,482,,,1.58,0.68,-0.68,652.0,,,,,,31.30,,,5294.00,80.00,-80.00,4.620,0.300,-0.300,0.7400,0.2700,-0.2700,19h34m33.91s,+44d39m25.3s,14.809,
8631160,K01271.01,,NOT DISPOSITIONED,NOT DISPOSITIONED,,,,,,161.85932,0.00076,-0.00076,279.2709,0.0014,-0.0014,0.6911,0.1,-0.1,9.9016,,,4766,,,10.5,4.1,-4.1,440.0,,,,,,160.70,,,6629.00,118.00,-118.00,4.230,0.300,-0.300,1.4200,0.5500,-0.5500,19h37m03.72s,+44d47m39.5s,13.632,
8552498,K01272.01,,FALSE POSITIVE,FALSE POSITIVE,,,,,,0.53096754,4.8e-07,-4.8e-07,133.84843,0.0005,-0.0005,0.03,0.1,-0.1,2.3412,,,216,,,1.8,1.1,-1.1,2726.0,,,,,,134.70,,,6464.00,100.00,-100.00,4.300,0.300,-0.300,1.2800,0.5100,-0.5100,19h15m28.16s,+44d36m56.6s,13.586,
8806072,K01273.01,Kepler-802 b,CONFIRMED,CANDIDATE,,,,,,40.05488,0.00057,-0.00057,169.9481,0.0046,-0.0046,0.952,0.1,-0.1,5.7638,,,1062,,,3.5,1.4,-1.4,478.0,,,,,,64.10,,,5639.00,88.00,-88.00,4.570,0.300,-0.300,0.8300,0.3300,-0.3300,19h04m03.81s,+45d00m28.0s,14.862,
8800954,K01274.01,Kepler-421 b,CONFIRMED,NOT DISPOSITIONED,,,,,,362,82,-82,492.7676,0.002,-0.002,0.778,0.1,-0.1,16.7283,,,2970,,,4.73,0.28,-0.28,216.0,,,,,,175.90,,,5310.00,50.00,-50.00,4.550,0.100,-0.100,0.7870,0.0440,-0.0440,18h53m01.63s,+45d05m16.0s,13.354,
8583696,K01275.01,Kepler-803 b,CONFIRMED,CANDIDATE,,,,,,50.28578,0.00036,-0.00036,167.6347,0.0025,-0.0025,0.49,0.48,-0.48,6.3763,,,1100,,,3.2,1.6,-1.6,475.0,,,,,,106.80,,,5625.00,77.00,-77.00,4.440,0.300,-0.300,0.9400,0.4700,-0.4700,19h56m53.19s,+44d41m37.9s,13.672,
8804283,K01276.01,,CANDIDATE,CANDIDATE,,,,,,22.78983,0.00022,-0.00022,138.6908,0.0036,-0.0036,0.5,0.29,-0.29,5.251,,,587,,,2.02,0.61,-0.61,571.0,,,,,,45.90,,,5603.00,83.00,-83.00,4.580,0.300,-0.300,0.8200,0.2400,-0.2400,19h00m08.66s,+45d04m15.8s,14.766,
