pl_name,rastr,decstr,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,st_mass,st_masserr1,st_masserr2,st_masslim,sy_dist,sy_disterr1,sy_disterr2,sy_distlim,ml_dists,ml_distserr1,ml_distserr2,ml_distslim,ml_tsepmin,ml_tsepminerr1,ml_tsepminerr2,ml_tsepminlim,ml_sepminnorm,ml_sepminnormerr1,ml_sepminnormerr2,ml_sepminnormlim,ml_xtimeein,ml_xtimeeinerr1,ml_xtimeeinerr2,ml_xtimeeinlim,ml_radsnorm,ml_radsnormerr1,ml_radsnormerr2,ml_radsnormlim,ml_sepinsnorp,ml_sepinsnorperr1,ml_sepinsnorperr2,ml_sepinsnorplim,ml_massratio,ml_massratioerr1,ml_massratioerr2,ml_massratiolim,ml_angstlax,ml_angstlaxerr1,ml_angstlaxerr2,ml_angstlaxlim,ml_magis,ml_magiserr1,ml_magiserr2,ml_magislim,ml_magibl,ml_magiblerr1,ml_magiblerr2,ml_magibllim,ml_radeinang,ml_radeinangerr1,ml_radeinangerr2,ml_radeinanglim,ml_pmrells,ml_pmrellserr1,ml_pmrellserr2,ml_pmrellslim,ml_modeldef,htmllink
OGLE-2015-BLG-1771L b,17h55m11.76s,-28d51m45.90s,138.00000000,214.00000000,-80.00000000,0,0.43300000,0.67400000,-0.25100000,0,0.85000000,0.16000000,-0.16000000,0,0.07700000,0.11900000,-0.04400000,0,7070.00000000,1000.00000000,-1090.00000000,0,,,,,2457235.60000000,0.01000000,-0.01000000,0,0.12100000,0.00800000,-0.00800000,0,4.28000000,0.24000000,-0.24000000,0,4.41000000,0.46000000,-0.46000000,0,1.20200000,0.01000000,-0.01000000,0,53.80000000,6.40000000,-6.40000000,0,3.90400000,0.02100000,-0.02100000,0,21.77000000,0.08000000,-0.08000000,0,21.03000000,0.04000000,-0.04000000,0,0.10000000,0.01900000,-0.01800000,0,8.50000000,1.60000000,-1.50000000,0,1,<a refstr=ZHANG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..116Z/abstract target=ref>Zhang et al. 2020</a>
OGLE-2011-BLG-0251L b,17h38m14.18s,-27d08m10.1s,170.00000000,67.00000000,-67.00000000,0,0.53000000,0.21000000,-0.21000000,0,2.72000000,0.75000000,-0.75000000,0,0.26000000,0.11000000,-0.11000000,0,2570.00000000,610.00000000,-610.00000000,0,,,,,2455781.50300000,0.00400000,-0.00400000,0,-0.05630000,0.00040000,-0.00040000,0,63.88000000,0.46000000,-0.46000000,0,13.90000000,0.50000000,-0.50000000,0,1.40800000,0.01900000,-0.01900000,0,19.20000000,1.20000000,-1.20000000,0,-1.85500000,0.00200000,-0.00200000,0,15.97000000,0.01000000,-0.01000000,0,17.04000000,0.03000000,-0.03000000,0,0.75000000,0.28000000,-0.28000000,0,4.28000000,1.62000000,-1.62000000,0,1,<a refstr=KAINS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...552A..70K/abstract target=ref> Kains et al. 2013 </a>
OGLE-2018-BLG-1011L c,17h56m03.36s,-29d04m58.4s,890.00000000,1600.00000000,-540.00000000,0,2.80000000,5.10000000,-1.70000000,0,0.80000000,0.90000000,-0.60000000,0,0.18000000,0.33000000,-0.10000000,0,7100.00000000,1100.00000000,-1500.00000000,0,8000.00000000,,,0,2458284.85100000,0.00900000,-0.00900000,0,0.05200000,0.00100000,-0.00100000,0,12.53000000,0.21000000,-0.21000000,0,11.72000000,0.75000000,-0.75000000,0,1.92900000,0.04700000,-0.04700000,0,157.00000000,17.60000000,-17.60000000,0,4.74000000,0.01100000,-0.01100000,0,19.93000000,0.01000000,-0.01000000,0,19.04000000,0.01000000,-0.01000000,0,0.09000000,0.01000000,-0.01000000,0,2.81000000,0.22000000,-0.22000000,0,0,<a refstr=HAN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..114H/abstract target=ref>Han et al. 2019</a>
OGLE-2018-BLG-0677L b,17h55m00.27s,-32d00m59.51s,3.96000000,5.88000000,-2.66000000,0,0.01250000,0.01850000,-0.00840000,0,0.72000000,0.23000000,-0.19000000,0,0.12000000,0.14000000,-0.08000000,0,7580.00000000,1150.00000000,-1350.00000000,0,8370.00000000,1060.00000000,-1070.00000000,0,2458229.54400000,0.00200000,-0.00200000,0,0.10200000,0.00300000,-0.00300000,0,4.94000000,0.11000000,-0.11000000,0,12.38000000,0.16000000,-5.90000000,0,0.98500000,0.05900000,-0.00200000,0,0.88310000,0.54490000,-0.22160000,0,4.30700000,0.00800000,-0.00800000,0,,,,,,,,,,,,,7.02000000,2.48000000,-1.68000000,0,0,<a refstr=HERRERA_MART_IACUTE_N_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..256H/abstract target=ref>Herrera-Mart&iacute;n et al. 2020</a>
OGLE-2018-BLG-1011L b,17h56m03.36s,-29d04m58.4s,570.00000000,1100.00000000,-350.00000000,0,1.80000000,3.40000000,-1.10000000,0,1.80000000,2.10000000,-1.50000000,0,0.18000000,0.33000000,-0.10000000,0,7100.00000000,1100.00000000,-1500.00000000,0,8000.00000000,,,0,2458284.85100000,0.00900000,-0.00900000,0,0.05200000,0.00100000,-0.00100000,0,12.53000000,0.21000000,-0.21000000,0,11.72000000,0.75000000,-0.75000000,0,1.27600000,0.01100000,-0.01100000,0,102.20000000,3.70000000,-3.70000000,0,4.43000000,0.00800000,-0.00800000,0,19.93000000,0.01000000,-0.01000000,0,19.04000000,0.01000000,-0.01000000,0,0.09000000,0.01000000,-0.01000000,0,2.81000000,0.22000000,-0.22000000,0,0,<a refstr=HAN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..114H/abstract target=ref>Han et al. 2019</a>
OGLE-2015-BLG-1771L b,17h55m11.76s,-28d51m45.90s,837.20000000,1386.00000000,-513.30000000,0,2.63400000,4.36100000,-1.61500000,0,0.56000000,0.09000000,-0.08000000,0,0.05500000,0.09100000,-0.03300000,0,6960.00000000,960.00000000,-1000.00000000,0,,,,,2457235.51000000,0.01000000,-0.01000000,0,0.24200000,0.00900000,-0.00900000,0,2.49000000,0.10000000,-0.10000000,0,8.27000000,0.80000000,-0.80000000,0,1.11900000,0.00600000,-0.00600000,0,455.00000000,45.00000000,-45.00000000,0,3.34900000,0.00700000,-0.00700000,0,20.91000000,0.05000000,-0.05000000,0,22.04000000,0.14000000,-0.14000000,0,0.07200000,0.01000000,-0.01000000,0,10.40000000,1.40000000,-1.40000000,0,0,<a refstr=ZHANG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..116Z/abstract target=ref>Zhang et al. 2020</a>
OGLE-2014-BLG-1722L c,17h55m00.57s,-31d28m08.6s,83.70000000,86.40000000,-51.20000000,0,0.26300000,0.27200000,-0.16100000,0,1.70000000,0.70000000,-0.60000000,0,0.40000000,0.36000000,-0.24000000,0,6400.00000000,1280.00000000,-1870.00000000,0,,,,,2456900.22800000,0.00900000,-0.00800000,0,-0.13200000,0.00300000,-0.00300000,0,23.79700000,0.41800000,-0.38000000,0,7.00000000,6.00000000,-5.00000000,0,0.84300000,0.03400000,-0.03000000,0,7.07100000,2.37100000,-1.83200000,0,2.19000000,0.02800000,-0.03300000,0,18.87000000,0.03000000,-0.03000000,0,,,,,,,,,,,,,1,<a refstr=SUZUKI_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..263S/abstract target=ref>Suzuki et al. 2018</a>
KMT-2018-BLG-1990L b,17h53m44.49s,-22d09m09.14s,192.00000000,391.00000000,-68.00000000,0,0.60500000,1.22900000,-0.21500000,0,1.08300000,1.35300000,-0.31500000,0,0.15300000,0.31100000,-0.05400000,0,1277.00000000,1629.00000000,-422.00000000,0,,,,,2458230.44800000,0.02300000,-0.02300000,0,-0.04000000,0.00200000,-0.00200000,0,46.22300000,2.26000000,-2.26000000,0,1.22800000,0.15900000,-0.15900000,0,0.96300000,0.00500000,-0.00500000,0,37.74000000,3.03000000,-3.03000000,0,3.69900000,0.02000000,-0.02000000,0,19.36000000,0.05000000,-0.05000000,0,,,,,,,,,,,,,0,<a refstr=RYU_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..151R/abstract target=ref>Ryu et al. 2019</a>
MOA-2013-BLG-605L b,17h58m42.85s,-29d23m53.66s,3.23000000,0.55000000,0.29000000,0,0.01020000,0.00170000,0.00090000,0,0.95000000,0.11000000,-0.08000000,0,0.02500000,0.00400000,-0.00300000,0,860.00000000,120.00000000,60.00000000,0,,,,,2456573.05200000,0.00900000,-0.00900000,0,-0.07804000,0.00187000,-0.00187000,0,20.41000000,0.32000000,-0.32000000,0,4.03000000,0.13000000,-0.13000000,0,2.39600000,0.01500000,-0.01500000,0,3.81200000,0.18900000,-0.18900000,0,2.97190000,0.01030000,-0.01030000,0,18.13500000,0.02500000,-0.02500000,0,18.55200000,0.03600000,-0.03600000,0,0.46400000,0.03300000,-0.03300000,0,8.11000000,0.61000000,-0.61000000,0,0,<a refstr=SUMI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...825..112S/abstract target=ref>Sumi et al. 2016</a>
KMT-2019-BLG-1339L b,17h42m58.42s,-25d34m26.1s,3400.00000000,4450.00000000,-1800.00000000,0,10.70000000,14.00000000,-5.80000000,0,4.30000000,4.94000000,-3.55000000,0,0.26000000,0.35000000,-0.14000000,0,7210.00000000,1040.00000000,-1220.00000000,0,,,,,2458666.37900000,0.00400000,-0.00400000,0,0.00922000,0.00083000,-0.00083000,0,17.66000000,0.90000000,-0.90000000,0,3.20000000,0.54000000,-0.54000000,0,2.50000000,0.41000000,-0.41000000,0,374.80000000,152.20000000,-152.20000000,0,4.78400000,0.01600000,-0.01600000,0,20.89000000,0.01000000,-0.01000000,0,,,,,0.22000000,0.04000000,-0.04000000,0,4.76000000,0.92000000,-0.92000000,0,0,<a refstr=HAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160...64H/abstract target=ref>Han et al. 2020</a>
KMT-2018-BLG-0029L b,17h37m52.67s,-27d59m04.92s,8.69000000,0.78000000,-0.81000000,0,0.02730000,0.00250000,-0.00250000,0,4.54000000,0.16000000,-0.22000000,0,1.25000000,0.09000000,-0.12000000,0,3760.00000000,180.00000000,-240.00000000,0,8200.00000000,,,0,2458294.72700000,0.02500000,-0.02500000,0,-0.02700000,0.00300000,-0.00300000,0,176.56400000,16.34600000,-16.34600000,0,0.43980000,0.07080000,-0.07080000,0,1.00000000,0.00200000,-0.00200000,0,0.17580000,0.02220000,-0.02220000,0,-1.53400000,0.00500000,-0.00500000,0,,,,,,,,,1.56000000,0.24000000,-0.24000000,0,3.30000000,0.50000000,-0.50000000,0,0,<a refstr=GOULD_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020JKAS...53....9G/abstract target=ref>Gould et al. 2020</a>
OGLE-2012-BLG-0406L b,17h53m18.17s,-30d28m16.2s,1200.00000000,380.00000000,-380.00000000,0,3.80000000,1.20000000,-1.20000000,0,3.80000000,0.60000000,-0.60000000,0,0.59000000,0.17000000,-0.17000000,0,5100.00000000,400.00000000,-400.00000000,0,,,,,2456141.54800000,0.09000000,-0.09000000,0,0.50650000,0.00680000,-0.00680000,0,64.33000000,0.49000000,-0.49000000,0,10.90000000,1.30000000,-1.30000000,0,1.31340000,0.00910000,-0.00910000,0,62.60000000,7.80000000,-7.80000000,0,0.83700000,0.00500000,-0.00500000,0,,,,,,,,,0.57000000,0.07000000,-0.07000000,0,3.20000000,0.40000000,-0.40000000,0,0,<a refstr=POLESKI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...782...47P/abstract target=ref> Poleski et al. 2014 </a>
OGLE-2014-BLG-1760L b,17h57m38.16s,-28d57m47.37s,180.00000000,110.00000000,-83.00000000,0,0.56000000,0.34000000,-0.26000000,0,1.75000000,0.34000000,-0.33000000,0,0.51000000,0.44000000,-0.28000000,0,6860.00000000,1110.00000000,-1110.00000000,0,,,,,2456905.85600000,0.02600000,-0.02600000,0,0.18060000,0.00740000,-0.00740000,0,15.87000000,0.41000000,-0.41000000,0,,,,,0.82690000,0.00470000,-0.00470000,0,8.64000000,0.89000000,-0.89000000,0,-0.39770000,0.00860000,-0.00860000,0,19.07000000,0.14000000,-0.14000000,0,,,,,0.29000000,0.05000000,-0.05000000,0,6.55000000,1.12000000,-1.12000000,0,1,<a refstr=BHATTACHARYA_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..140B/abstract target=ref>Bhattacharya et al. 2016</a>
KMT-2018-BLG-1990L b,17h53m44.49s,-22d09m09.14s,180.00000000,251.00000000,-79.00000000,0,0.56500000,0.78900000,-0.24900000,0,1.03900000,0.95100000,-0.35100000,0,0.14100000,0.20200000,-0.06100000,0,1229.00000000,1063.00000000,-427.00000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.36000000,0.05000000,-0.05000000,0,,,,,,,,,,,,,0,<a refstr=RYU_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..151R/abstract target=ref>Ryu et al. 2019</a>
OGLE-2015-BLG-0954L b,18h00m44.24s,-28d39m39.2s,1200.00000000,440.00000000,-440.00000000,0,3.90000000,1.40000000,-1.40000000,0,1.20000000,0.60000000,-0.60000000,0,0.33000000,0.12000000,-0.12000000,0,600.00000000,400.00000000,-200.00000000,0,,,,,2457165.22000000,0.00900000,-0.00900000,0,-0.05800000,0.00210000,-0.00210000,0,36.96000000,1.10000000,-1.10000000,0,0.30300000,0.01300000,-0.01300000,0,1.35220000,0.00630000,-0.00630000,0,119.40000000,4.30000000,-4.30000000,0,4.58900000,0.00440000,-0.00440000,0,20.91000000,0.03000000,-0.03000000,0,18.47000000,0.02000000,-0.02000000,0,1.89000000,0.17000000,-0.17000000,0,18.40000000,1.70000000,-1.70000000,0,0,<a refstr=SHIN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016JKAS...49...73S/abstract target=ref>Shin et al. 2016</a>
OGLE-2012-BLG-0950L b,18h08m04.62s,-29d43m53.7s,24.00000000,8.00000000,-3.00000000,0,0.07600000,0.03000000,-0.00900000,0,2.50000000,0.10000000,-0.30000000,0,0.38000000,0.04000000,-0.08000000,0,4200.00000000,400.00000000,-900.00000000,0,,,,,2456151.48000000,0.02000000,-0.02000000,0,-0.10100000,0.00300000,-0.00300000,0,67.80000000,1.40000000,-1.40000000,0,3.10000000,,,1,1.00400000,0.00900000,-0.00300000,0,1.90000000,0.60000000,-0.10000000,0,1.19500000,0.00300000,-0.00900000,0,19.29000000,0.03000000,-0.03000000,0,,,,,0.60000000,0.07000000,-0.04000000,0,3.20000000,0.40000000,-0.20000000,0,0,<a refstr=KOSHIMOTO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153....1K/abstract target=ref>Koshimoto et al. 2017</a>
OGLE-2012-BLG-0563L b,18h05m57.72s,-27d42m43.2s,120.00000000,44.00000000,-73.00000000,0,0.39000000,0.14000000,-0.23000000,0,0.74000000,0.26000000,-0.42000000,0,0.34000000,0.12000000,-0.20000000,0,1300.00000000,600.00000000,-800.00000000,0,9100.00000000,900.00000000,-1100.00000000,0,2456069.02790000,0.00026000,-0.00026000,0,0.00140500,0.00004000,-0.00004000,0,77.50000000,2.20000000,-2.20000000,0,0.32700000,0.02400000,-0.02600000,0,0.41340000,0.00320000,-0.00320000,0,10.86000000,0.40000000,-0.40000000,0,5.78430000,0.00130000,-0.00130000,0,20.11500000,0.03100000,-0.03100000,0,,,,,1.36000000,0.14000000,-0.12000000,0,6.40000000,0.60000000,-0.50000000,0,1,<a refstr=FUKUI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...74F/abstract target=ref>Fukui et al. 2015</a>
MOA-2008-BLG-379L b,17h58m49.44s,-30d11m48.95s,1300.00000000,540.00000000,-600.00000000,0,4.10000000,1.70000000,-1.90000000,0,2.70000000,0.90000000,-1.00000000,0,0.56000000,0.24000000,-0.27000000,0,3300.00000000,1300.00000000,-1200.00000000,0,,,,,2454687.89600000,0.00100000,-0.00100000,0,0.00603000,0.00003000,-0.00003000,0,42.14000000,0.23000000,-0.23000000,0,,,,,1.11900000,0.00100000,-0.00100000,0,69.90000000,0.10000000,-0.10000000,0,1.12400000,0.00300000,-0.00300000,0,21.30000000,0.03000000,-0.03000000,0,17.87000000,,,-1,0.86000000,0.19000000,-0.19000000,0,7.46000000,1.65000000,-1.65000000,0,0,<a refstr=SUZUKI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...780..123S/abstract target=ref> Suzuki et al. 2014 </a>
MOA-2009-BLG-387L b,17h53m50.79s,-33d59m25.0s,830.00000000,1300.00000000,-510.00000000,0,2.60000000,4.10000000,-1.60000000,0,1.80000000,0.90000000,-0.70000000,0,0.19000000,0.30000000,-0.12000000,0,5690.00000000,2180.00000000,-2190.00000000,0,,,,,2455042.36000000,0.02000000,-0.02000000,0,0.08810000,0.00100000,-0.00100000,0,40.00000000,0.50000000,-0.50000000,0,2.02000000,0.03000000,-0.03000000,0,0.91360000,0.00030000,-0.00030000,0,132.00000000,2.00000000,-2.00000000,0,4.30990000,0.00250000,-0.00250000,0,,,,,,,,,0.31000000,0.03000000,-0.03000000,0,,,,,0,<a refstr=BATISTA_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...529A.102B/abstract target=ref> Batista et al. 2011 </a>
OGLE-2012-BLG-0406L b,17h53m18.17s,-30d28m16.2s,868.00000000,140.00000000,-140.00000000,0,2.73000000,0.43000000,-0.43000000,0,3.45000000,0.26000000,-0.26000000,0,0.44000000,0.07000000,-0.07000000,0,4970.00000000,290.00000000,-290.00000000,0,,,,,2456141.33000000,0.05000000,-0.05000000,0,0.49600000,0.00200000,-0.00200000,0,64.77000000,0.19000000,-0.19000000,0,11.11000000,0.14000000,-0.14000000,0,1.30100000,0.00200000,-0.00200000,0,59.20000000,1.10000000,-1.10000000,0,0.83700000,0.00200000,-0.00200000,0,,,,,,,,,0.53000000,0.05000000,-0.05000000,0,3.02000000,0.26000000,-0.26000000,0,1,<a refstr=TSAPRAS_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...782...48T/abstract target=ref> Tsapras et al. 2014 </a>
OGLE-2011-BLG-0173L b,17h57m15.78s,-28d14m01.9s,,,,0,,,,0,,,,0,0.40000000,0.30000000,-0.21000000,0,6200.00000000,1300.00000000,-1700.00000000,0,,,,,2455689.18900000,0.04400000,-0.04400000,0,0.85200000,0.03900000,-0.03900000,0,29.18000000,0.86000000,-0.86000000,0,,,,,,,,,,,,,,,,,16.27200000,,,0,17.83900000,,,0,0.04200000,1.04100000,-0.03100000,0,4.20000000,2.70000000,-1.80000000,0,0,<a refstr=POLESKI_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..104P/abstract target=ref>Poleski et al. 2018</a>
OGLE-2015-BLG-0966L b,17h55m01.02s,-29d02m49.6s,21.00000000,2.00000000,-2.00000000,0,0.06600000,0.00600000,-0.00600000,0,2.10000000,,,0,0.38000000,0.04000000,-0.04000000,0,2500.00000000,,,0,4500.00000000,,,0,2457205.19380000,0.00120000,-0.00120000,0,-0.01149000,0.00009000,-0.00009000,0,57.80000000,0.40000000,-0.40000000,0,1.40400000,0.01400000,-0.01400000,0,0.90910000,0.00260000,-0.00260000,0,1.70000000,0.05000000,-0.05000000,0,-0.88000000,0.00200000,-0.00200000,0,,,,,,,,,0.76000000,0.07000000,-0.07000000,0,4.80000000,0.50000000,-0.50000000,0,0,<a refstr=STREET_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...819...93S/abstract target=ref>Street et al. 2016</a>
KMT-2016-BLG-1836L b,17h53m00.08s,-30d02m26.70s,700.00000000,600.00000000,-350.00000000,0,2.20000000,1.90000000,-1.10000000,0,3.50000000,1.10000000,-0.90000000,0,0.49000000,0.38000000,-0.25000000,0,7100.00000000,800.00000000,-2400.00000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.12000000,0.05000000,-0.05000000,0,,,,,,,,,3.30000000,1.50000000,-0.90000000,0,0,<a refstr=YANG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159...98Y/abstract target=ref>Yang et al. 2020</a>
OGLE-2011-BLG-0265L b,17h57m47.72s,-27d23m40.3s,280.00000000,86.00000000,-57.00000000,0,0.88000000,0.27000000,-0.18000000,0,1.89000000,0.25000000,-0.20000000,0,0.21100000,0.06800000,-0.04500000,0,4380.00000000,510.00000000,-450.00000000,0,,,,,2455760.09490000,0.00860000,-0.00860000,0,,,,,53.63000000,0.19000000,-0.19000000,0,,,,,1.03900000,0.00086000,-0.00086000,0,39.54000000,0.63000000,-0.63000000,0,-0.47390000,0.00240000,-0.00240000,0,17.57000000,,,0,,,,,0.41900000,0.04000000,-0.04000000,0,2.85000000,0.29000000,-0.29000000,0,1,<a refstr=SKOWRON_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...804...33S/abstract target=ref>Skowron et al. 2015</a>
KMT-2019-BLG-1953L b,17h56m27.90s,-28d12m04.00s,200.00000000,240.00000000,-110.00000000,0,0.64000000,0.76000000,-0.35000000,0,,,,0,0.31000000,0.37000000,-0.17000000,0,7040.00000000,1100.00000000,-1330.00000000,0,8000.00000000,,,0,2458702.01600000,0.00100000,-0.00100000,0,0.00072000,0.00004000,-0.00004000,0,16.05000000,0.23000000,-0.23000000,0,2.37000000,0.04000000,-0.04000000,0,2.51000000,0.31000000,-0.31000000,0,19.70000000,6.30000000,-6.30000000,0,2.40800000,0.03800000,-0.03800000,0,20.68000000,0.01000000,-0.01000000,0,,,,,0.25000000,0.02000000,-0.02000000,0,5.70000000,0.46000000,-0.46000000,0,1,<a refstr=HAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160...17H/abstract target=ref>Han et al. 2020</a>
OGLE-2016-BLG-1067L b,18h12m49.08s,-27d00m45.5s,140.00000000,67.00000000,-51.00000000,0,0.43000000,0.21000000,-0.16000000,0,1.68000000,0.37000000,-0.36000000,0,0.28000000,0.14000000,-0.10000000,0,3680.00000000,650.00000000,-640.00000000,0,7660.00000000,,,0,2457564.32500000,0.06500000,-0.06400000,0,-0.47000000,0.02900000,-0.02900000,0,26.50000000,1.20000000,-1.10000000,0,5.50000000,,,1,0.81200000,0.01200000,-0.01200000,0,14.60000000,0.63000000,-0.55000000,0,1.42700000,0.00600000,-0.00600000,0,18.80000000,,,0,,,,,,,,,,,,,0,<a refstr=CALCHI_NOVATI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..121C/abstract target=ref>Calchi Novati et al. 2019</a>
MOA-bin-29 b,17h57m30.23s,-29d44m11.63s,180.00000000,310.00000000,-110.00000000,0,0.58000000,0.97000000,-0.35000000,0,0.39000000,0.12000000,-0.11000000,0,0.07000000,0.11000000,-0.04000000,0,6730.00000000,1210.00000000,-1210.00000000,0,,,,,2453931.13900000,0.00400000,-0.00400000,0,0.01351000,0.00320000,-0.00320000,0,5.19100000,0.95000000,-0.95000000,0,5.40000000,,,1,0.58900000,0.03200000,-0.03200000,0,82.70000000,21.00000000,-21.00000000,0,3.38700000,0.07600000,-0.07600000,0,20.03300000,0.25300000,-0.25300000,0,,,,,0.06800000,,,-1,4.43600000,,,-1,0,<a refstr=KONDO_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..224K/abstract target=ref>Kondo et al. 2019</a>
OGLE-2006-BLG-109L b,17h52m34.51s,-30d05m16.0s,230.00000000,30.00000000,-30.00000000,0,0.71000000,0.08000000,-0.08000000,0,2.30000000,0.20000000,-0.20000000,0,0.50000000,0.05000000,-0.05000000,0,1490.00000000,130.00000000,-130.00000000,0,8000.00000000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=GAUDI_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008Sci...319..927G/abstract target=ref> Gaudi et al. 2008 </a>
OGLE-2017-BLG-1434L b,17h53m07.29s,-30d14m44.6s,,,,0,,,,0,,,,0,,,,,,,,,,,,,2457984.97700000,0.00400000,-0.00400000,0,-0.04300000,0.00100000,-0.00100000,0,64.25500000,1.00600000,-1.00600000,0,0.46430000,0.00990000,-0.00990000,0,0.97900000,0.00030000,-0.00030000,0,0.56070000,0.01520000,-0.01520000,0,-4.55300000,0.00200000,-0.00200000,0,,,,,,,,,,,,,,,,,0,<a refstr=UDALSKI_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AcA....68....1U/abstract target=ref>Udalski et al. 2018</a>
OGLE-2015-BLG-0966L b,17h55m01.02s,-29d02m49.6s,21.00000000,2.00000000,-2.00000000,0,0.06600000,0.00600000,-0.00600000,0,2.70000000,,,0,0.38000000,0.04000000,-0.04000000,0,3300.00000000,,,0,8000.00000000,,,0,2457205.19450000,0.00120000,-0.00120000,0,0.01136000,0.00010000,-0.00010000,0,57.70000000,0.50000000,-0.50000000,0,1.40200000,0.01500000,-0.01500000,0,0.90910000,0.00250000,-0.00250000,0,1.70000000,0.05000000,-0.05000000,0,0.88300000,0.00200000,-0.00200000,0,,,,,,,,,0.76000000,0.07000000,-0.07000000,0,4.80000000,0.50000000,-0.50000000,0,0,<a refstr=STREET_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...819...93S/abstract target=ref>Street et al. 2016</a>
KMT-2016-BLG-0212L b,17h53m45.42s,-29d05m12.80s,5700.00000000,6000.00000000,-3500.00000000,0,18.00000000,20.00000000,-11.00000000,0,2.20000000,0.70000000,-0.70000000,0,0.48000000,0.38000000,-0.26000000,0,6300.00000000,1100.00000000,-1600.00000000,0,,,,,2457463.05200000,0.24900000,-0.24900000,0,0.32800000,0.01300000,-0.01300000,0,26.61600000,0.88000000,-0.88000000,0,1.19200000,0.20700000,-0.20700000,0,0.82900000,0.00700000,-0.00700000,0,368.00000000,61.00000000,-61.00000000,0,3.13100000,0.06000000,-0.06000000,0,20.69000000,0.07000000,-0.07000000,0,,,,,0.42000000,0.13000000,-0.13000000,0,8.10000000,2.50000000,-2.50000000,0,1,<a refstr=HWANG_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018JKAS...51..197H/abstract target=ref>Hwang et al. 2018</a>
OGLE-2018-BLG-1011L c,17h56m03.36s,-29d04m58.4s,890.00000000,1600.00000000,-540.00000000,0,2.80000000,5.10000000,-1.70000000,0,0.80000000,0.90000000,-0.60000000,0,0.18000000,0.33000000,-0.10000000,0,7100.00000000,1100.00000000,-1500.00000000,0,8000.00000000,,,0,2458284.80100000,0.00500000,-0.00500000,0,0.05300000,0.00100000,-0.00100000,0,12.42000000,0.15000000,-0.15000000,0,12.13000000,0.71000000,-0.71000000,0,0.58200000,0.00500000,-0.00500000,0,150.00000000,6.10000000,-6.10000000,0,4.85800000,0.00900000,-0.00900000,0,19.93000000,0.01000000,-0.01000000,0,19.04000000,0.01000000,-0.01000000,0,0.09000000,0.01000000,-0.01000000,0,2.81000000,0.22000000,-0.22000000,0,1,<a refstr=HAN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..114H/abstract target=ref>Han et al. 2019</a>
