star_name,hip_name,hd_name,gj_name,tm_name,st_exocatflag,st_coronagflag,st_starshadeflag,st_wfirstflag,st_lbtiflag,st_rvflag,st_ppnum,rastr,decstr,st_dist,st_disterr1,st_disterr2,st_vmag,st_vmagerr,st_vmagsrc,st_bmv,st_bmverr,st_bmvsrc,st_spttype,st_lbol,st_lbolerr,st_lbolsrc
HIP 88972,HIP 88972,HD 166620,GJ 706,2MASS J18093745+3827288,1,0,0,1,0,0,0,18h09m37.65s,+38d27m32.1s,11.02,,,6.380,0.020,VT,0.880,0.010,G,K2V,0.360,0.040,V-K
HIP 89042,HIP 89042,HD 165499,GJ 705.1,2MASS J18102614-6200078,1,0,0,1,0,0,0,18h10m26.26s,-62d00m10.0s,17.61,0.18,-0.17,5.470,0.000,G,0.590,0.010,G,G1V,1.780,0.060,V-K
HIP 89937,HIP 89937,HD 170153,GJ 713 A,2MASS J18210342+7243582 A,1,1,0,1,0,0,0,18h21m02.34s,+72d44m01.3s,8.06,0.08,-0.08,3.560,0.020,VT,0.490,0.010,G,F7Vvar,2.140,0.110,V-K
HIP 89962,HIP 89962,HD 168723,GJ 711,2MASS J18211862-0253554,1,1,0,0,0,1,0,18h21m18.92s,-02d53m49.6s,18.54,,,3.230,0.020,VT,0.940,0.010,G,K0III-IV,19.560,0.040,V-K
HIP 90496,HIP 90496,HD 169916,GJ 713.1,2MASS J18275824-2525175,1,1,0,0,0,0,0,18h27m58.27s,-25d25m16.5s,23.97,,,2.810,0.020,VT-G,1.060,0.020,BVT-G-Red,K1IIIB,52.220,0.060,V-K
HIP 91262,HIP 91262,HD 172167,GJ 721,2MASS J18365633+3847012,1,1,1,0,1,0,0,18h36m56.19s,+38d46m58.8s,7.68,,,0.030,0.000,G,0.000,0.010,G,A0Vvar,61.000,0.050,V-K
HIP 91438,HIP 91438,HD 172051,GJ 722,2MASS J18385342-2103065,1,0,1,0,0,1,0,18h38m53.45s,-21d03m05.4s,13.08,0.13,-0.13,5.860,0.020,VT,0.670,0.000,G,G5V,0.710,0.100,B-V
HIP 92043,HIP 92043,HD 173667,GJ 725.2,2MASS J18453972+2032466,1,1,0,0,1,1,0,18h45m39.73s,+20d32m49.6s,19.21,,,4.190,0.020,VT,0.470,0.020,BVT-Blue,F6V,6.720,0.100,V-K
HIP 92161,HIP 92161,HD 173880,,2MASS J18470124+1810531,1,1,0,0,0,0,0,18h47m01.22s,+18d10m52.4s,28.89,0.29,-0.29,4.340,0.020,VT,0.130,0.020,BVT-Blue,A5III,13.580,0.070,V-K
HD 176051,HIP 93017 A,HD 176051,GJ 738 A,2MASS J18570156+3254050 A,1,0,1,0,0,0,0,18h57m01.47s,+32d54m05.8s,14.87,0.15,-0.15,5.280,0.020,VT,0.550,0.020,BVT-Red,G0V,1.500,0.100,B-V
HIP 93506 A,HIP 93506 A,HD 176687 A,,2MASS J19023670-2952484 A,1,1,0,0,0,0,0,19h02m36.72s,-29d52m48.4s,27.04,0.55,-0.53,2.600,0.010,G,0.060,0.020,G,A3IV,58.040,0.120,V-K
HIP 93747,HIP 93747,HD 177724,GJ 4095 A,2MASS J19052461+1351486,1,1,0,0,0,0,0,19h05m24.61s,+13d51m49.4s,25.46,,,2.990,0.000,G,0.010,0.000,G,A0Vn,40.340,0.050,V-K
HIP 93825 A,HIP 93825 A,HD 177474,GJ 743.1 A,2MASS J19062517-3703485 A,1,1,0,0,0,0,0,19h06m25.04s,-37d03m45.9s,17.30,0.17,-0.17,4.230,0.010,G,0.520,0.010,G,F8/G0V,5.300,0.060,V-K
HIP 94376,HIP 94376,HD 180711,,2MASS J19123328+6739415,1,1,0,0,0,0,0,19h12m33.15s,+67d39m40.7s,29.87,,,3.050,0.020,VT-G,1.000,0.020,BVT-G-Red,G9III,59.590,0.060,V-K
HIP 95447,HIP 95447,HD 182572,GJ 759,2MASS J19245822+1156401,1,0,1,0,0,1,0,19h24m57.77s,+11d56m34.3s,15.18,,,5.160,0.020,VT,0.760,0.020,BVT-G-Red,G8IVvar,1.840,0.060,V-K
HD 181433,HIP 95467,HD 181433,GJ 756.1,2MASS J19250951-6628075,1,0,1,0,0,1,3,19h25m09.90s,-66d28m09.7s,26.76,0.83,-0.78,8.390,0.020,VT-G,1.030,0.020,BVT-G-Red,K2IV/V,0.360,0.100,V-K
HIP 95501,HIP 95501,HD 182640,GJ 760,2MASS J19252990+0306532,1,1,1,0,0,0,0,19h25m29.75s,+03d06m52.5s,15.53,0.32,-0.30,3.360,0.000,G,0.320,0.000,G,F2IV,9.010,0.060,V-K
HIP 96100,HIP 96100,HD 185144,GJ 764,2MASS J19322153+6939413,1,1,1,1,1,1,0,19h32m20.59s,+69d39m55.4s,5.75,0.06,-0.06,4.670,0.020,VT,0.790,0.010,G,G9.0V,0.440,0.060,V-K
HIP 96441,HIP 96441,HD 185395,GJ 765 A,2MASS J19362654+5013155 A,1,1,0,0,1,1,0,19h36m26.54s,+50d13m13.7s,18.34,,,4.490,0.010,G,0.400,0.020,G,F4V,4.510,0.050,V-K
HIP 96895,HIP 96895,HD 186408,GJ 765.1 A,2MASS J19414896+5031305,1,0,1,0,0,1,0,19h41m49.09s,+50d31m31.6s,21.08,0.21,-0.21,5.920,0.020,VT,0.640,0.010,G,G2V,1.700,0.040,V-K
HIP 97649,HIP 97649,HD 187642,GJ 768,2MASS J19504698+0852060,1,1,1,0,1,0,0,19h50m46.68s,+08d52m02.6s,5.12,0.05,-0.05,0.760,0.010,G,0.220,0.010,G,A7IV-V,10.650,0.050,V-K
HIP 98036,HIP 98036,HD 188512,GJ 771 A,2MASS J19551878+0624238 A,1,1,1,0,0,1,0,19h55m18.77s,+06d24m28.6s,13.70,,,3.710,0.020,VT,0.860,0.010,G,G8IVvar,6.290,0.060,V-K
HD 190360,HIP 98767,HD 190360,GJ 775,2MASS J20033732+2953493,1,1,1,0,0,1,2,20h03m36.95s,+29d53m53.1s,15.86,0.16,-0.16,5.730,0.020,VT,0.750,0.000,G,G6IV+...,1.200,0.060,V-K
HIP 99240,HIP 99240,HD 190248,GJ 780,2MASS J20084376-6610563,1,1,1,1,0,0,0,20h08m41.86s,-66d10m45.6s,6.11,0.06,-0.06,3.530,0.020,VT-G,0.760,0.020,BVT-G-Red,G8.0IV,1.330,0.060,V-K
HIP 99461,HIP 99461,HD 191408,GJ 783 A,2MASS J20111207-3606063 A,1,1,1,1,0,1,0,20h11m11.61s,-36d05m50.6s,6.01,0.06,-0.06,5.320,0.020,VT-G,0.860,0.020,BVT-G-Red,K2.5V,0.280,0.100,B-V
HD 192310,HIP 99825,HD 192310,GJ 785,2MASS J20151734-2701585,1,0,1,0,1,1,2,20h15m16.58s,-27d01m57.1s,8.91,,,5.720,0.020,VT-G,0.910,0.020,BVT-G-Red,K3V,0.420,0.060,V-K
HIP 100017,HIP 100017,HD 193664,GJ 788,2MASS J20173128+6651130,1,0,0,1,0,0,0,20h17m30.63s,+66d51m10.7s,17.57,,,5.920,0.020,VT,0.590,0.020,BVT-Red,G3V,1.180,0.100,B-V
HIP 102333,HIP 102333,HD 197157,GJ 4158,2MASS J20440233-5155155,1,1,0,0,0,0,0,20h44m02.19s,-51d55m15.0s,24.17,0.24,-0.24,4.500,0.020,VT,0.280,0.000,G,A7III/IV,7.610,0.100,B-V
HIP 102422,HIP 102422,HD 198149,GJ 807,2MASS J20451737+6150199,1,1,1,0,0,0,0,20h45m17.27s,+61d50m12.5s,14.27,,,3.410,0.020,VT,0.910,0.000,G,K0IV,9.370,0.060,V-K
HIP 102431,HIP 102431,HD 198084,GJ 9706,2MASS J20452110+5734469,1,1,0,0,0,0,0,20h45m21.20s,+57d34m49.1s,27.29,0.28,-0.27,4.520,0.000,G,0.540,0.010,G,F8IV-V,10.110,0.110,B-V
HIP 102485,HIP 102485,HD 197692,GJ 805,2MASS J20460572-2516153,1,1,1,0,1,0,0,20h46m05.77s,-25d16m13.9s,14.68,,,4.130,0.000,G,0.430,0.010,G,F5V,4.060,0.100,B-V
HIP 102488,HIP 102488,HD 197989,GJ 806.1 A,2MASS J20461266+3358128,1,1,0,0,0,0,0,20h46m12.43s,+33d58m10.0s,22.29,,,2.450,0.020,VT,1.020,0.020,G,K0III,60.040,0.060,V-K
